,Fault Source Name,Slip Rate,Lower Seismogenic Depth,Dip,Magnitude Scaling Relationship,Mmax (L),Mmax (P),Mmax (U)
1003,FallaPurgatorio,Upper,Lower,Lower,Pref,6.86,7.16,7.46
1004,FallaIncapuquio,Upper,Lower,Lower,Pref,6.98,7.28,7.58
1005,FallaMicalaco,Upper,Lower,Lower,Pref,6.65,6.95,7.25
1006,FallaCerroRocoso,Upper,Lower,Lower,Pref,6.2,6.5,6.8
1007,FallaChascoso,Upper,Lower,Lower,Pref,5.82,6.12,6.42
1008,FallaChololo,Upper,Lower,Lower,Pref,6.86,7.16,7.46
1009,FallaChulibaya,Upper,Lower,Lower,Pref,6.04,6.34,6.64
1010,FallaCupine-pampaTrapiche,Upper,Lower,Lower,Pref,7.03,7.33,7.63
1011,FallaMesacalane,Upper,Lower,Lower,Pref,6.03,6.33,6.63
1012,FallaTambo,Upper,Lower,Lower,Pref,6.73,7.03,7.33
1013,FallaToquepala,Upper,Lower,Lower,Pref,6.9,7.2,7.5
1014,ZonadefallasCarumas-Calacoa,Upper,Lower,Lower,Pref,6.88,7.18,7.48
1015,ZonadefallasCoralaque,Upper,Lower,Lower,Pref,6.53,6.83,7.13
1016,ZonadefallasHuaynaputina,Upper,Lower,Lower,Pref,6.6,6.9,7.2
1017,ZonadefallasIchuna,Upper,Lower,Lower,Pref,7.04,7.34,7.64
1018,ZonadefallasPastoGrande,Upper,Lower,Lower,Pref,6.8,7.1,7.4
1019,ZonadefallasTicsani-Suches,Upper,Lower,Lower,Pref,6.66,6.96,7.26
1020,FallaPurgatorio,Upper,Upper,Lower,Lower,7.04,7.34,7.64
1021,FallaIncapuquio,Upper,Upper,Lower,Lower,7.16,7.46,7.76
1022,FallaMicalaco,Upper,Upper,Lower,Lower,6.82,7.12,7.42
1023,FallaCerroRocoso,Upper,Upper,Lower,Lower,6.37,6.67,6.97
1024,FallaChascoso,Upper,Upper,Lower,Lower,6.0,6.3,6.6
1025,FallaChololo,Upper,Upper,Lower,Lower,7.04,7.34,7.64
1026,FallaChulibaya,Upper,Upper,Lower,Lower,6.22,6.52,6.82
1027,FallaCupine-pampaTrapiche,Upper,Upper,Lower,Lower,7.21,7.51,7.81
1028,FallaMesacalane,Upper,Upper,Lower,Lower,6.21,6.51,6.81
1029,FallaTambo,Upper,Upper,Lower,Lower,6.9,7.2,7.5
1030,FallaToquepala,Upper,Upper,Lower,Lower,7.08,7.38,7.68
1031,ZonadefallasCarumas-Calacoa,Upper,Upper,Lower,Lower,7.06,7.36,7.66
1032,ZonadefallasCoralaque,Upper,Upper,Lower,Lower,6.7,7.0,7.3
1033,ZonadefallasHuaynaputina,Upper,Upper,Lower,Lower,6.78,7.08,7.38
1034,ZonadefallasIchuna,Upper,Upper,Lower,Lower,7.22,7.52,7.82
1035,ZonadefallasPastoGrande,Upper,Upper,Lower,Lower,6.98,7.28,7.58
1036,ZonadefallasTicsani-Suches,Upper,Upper,Lower,Lower,6.84,7.14,7.44
1037,FallaPurgatorio,Upper,Pref,Lower,Lower,6.96,7.26,7.56
1038,FallaIncapuquio,Upper,Pref,Lower,Lower,7.08,7.38,7.68
1039,FallaMicalaco,Upper,Pref,Lower,Lower,6.75,7.05,7.35
1040,FallaCerroRocoso,Upper,Pref,Lower,Lower,6.29,6.59,6.89
1041,FallaChascoso,Upper,Pref,Lower,Lower,5.92,6.22,6.52
1042,FallaChololo,Upper,Pref,Lower,Lower,6.96,7.26,7.56
1043,FallaChulibaya,Upper,Pref,Lower,Lower,6.14,6.44,6.74
1044,FallaCupine-pampaTrapiche,Upper,Pref,Lower,Lower,7.13,7.43,7.73
1045,FallaMesacalane,Upper,Pref,Lower,Lower,6.13,6.43,6.73
1046,FallaTambo,Upper,Pref,Lower,Lower,6.82,7.12,7.42
1047,FallaToquepala,Upper,Pref,Lower,Lower,7.0,7.3,7.6
1048,ZonadefallasCarumas-Calacoa,Upper,Pref,Lower,Lower,6.98,7.28,7.58
1049,ZonadefallasCoralaque,Upper,Pref,Lower,Lower,6.62,6.92,7.22
1050,ZonadefallasHuaynaputina,Upper,Pref,Lower,Lower,6.7,7.0,7.3
1051,ZonadefallasIchuna,Upper,Pref,Lower,Lower,7.14,7.44,7.74
1052,ZonadefallasPastoGrande,Upper,Pref,Lower,Lower,6.9,7.2,7.5
1053,ZonadefallasTicsani-Suches,Upper,Pref,Lower,Lower,6.76,7.06,7.36
1054,FallaPurgatorio,Upper,Lower,Lower,Lower,6.86,7.16,7.46
1055,FallaIncapuquio,Upper,Lower,Lower,Lower,6.98,7.28,7.58
1056,FallaMicalaco,Upper,Lower,Lower,Lower,6.65,6.95,7.25
1057,FallaCerroRocoso,Upper,Lower,Lower,Lower,6.2,6.5,6.8
1058,FallaChascoso,Upper,Lower,Lower,Lower,5.82,6.12,6.42
1059,FallaChololo,Upper,Lower,Lower,Lower,6.86,7.16,7.46
1060,FallaChulibaya,Upper,Lower,Lower,Lower,6.04,6.34,6.64
1061,FallaCupine-pampaTrapiche,Upper,Lower,Lower,Lower,7.03,7.33,7.63
1062,FallaMesacalane,Upper,Lower,Lower,Lower,6.03,6.33,6.63
1063,FallaTambo,Upper,Lower,Lower,Lower,6.73,7.03,7.33
1064,FallaToquepala,Upper,Lower,Lower,Lower,6.9,7.2,7.5
1065,ZonadefallasCarumas-Calacoa,Upper,Lower,Lower,Lower,6.88,7.18,7.48
1066,ZonadefallasCoralaque,Upper,Lower,Lower,Lower,6.53,6.83,7.13
1067,ZonadefallasHuaynaputina,Upper,Lower,Lower,Lower,6.6,6.9,7.2
1068,ZonadefallasIchuna,Upper,Lower,Lower,Lower,7.04,7.34,7.64
1069,ZonadefallasPastoGrande,Upper,Lower,Lower,Lower,6.8,7.1,7.4
1070,ZonadefallasTicsani-Suches,Upper,Lower,Lower,Lower,6.66,6.96,7.26
1071,FallaPurgatorio,Pref,Upper,Lower,Upper,7.04,7.34,7.64
1072,FallaIncapuquio,Pref,Upper,Lower,Upper,7.16,7.46,7.76
1073,FallaMicalaco,Pref,Upper,Lower,Upper,6.82,7.12,7.42
1074,FallaCerroRocoso,Pref,Upper,Lower,Upper,6.37,6.67,6.97
1075,FallaChascoso,Pref,Upper,Lower,Upper,6.0,6.3,6.6
1076,FallaChololo,Pref,Upper,Lower,Upper,7.04,7.34,7.64
1077,FallaChulibaya,Pref,Upper,Lower,Upper,6.22,6.52,6.82
1078,FallaCupine-pampaTrapiche,Pref,Upper,Lower,Upper,7.21,7.51,7.81
1079,FallaMesacalane,Pref,Upper,Lower,Upper,6.21,6.51,6.81
1080,FallaTambo,Pref,Upper,Lower,Upper,6.9,7.2,7.5
1081,FallaToquepala,Pref,Upper,Lower,Upper,7.08,7.38,7.68
1082,ZonadefallasCarumas-Calacoa,Pref,Upper,Lower,Upper,7.06,7.36,7.66
1083,ZonadefallasCoralaque,Pref,Upper,Lower,Upper,6.7,7.0,7.3
1084,ZonadefallasHuaynaputina,Pref,Upper,Lower,Upper,6.78,7.08,7.38
1085,ZonadefallasIchuna,Pref,Upper,Lower,Upper,7.22,7.52,7.82
1086,ZonadefallasPastoGrande,Pref,Upper,Lower,Upper,6.98,7.28,7.58
1087,ZonadefallasTicsani-Suches,Pref,Upper,Lower,Upper,6.84,7.14,7.44
1088,FallaPurgatorio,Pref,Pref,Lower,Upper,6.96,7.26,7.56
1089,FallaIncapuquio,Pref,Pref,Lower,Upper,7.08,7.38,7.68
1090,FallaMicalaco,Pref,Pref,Lower,Upper,6.75,7.05,7.35
1091,FallaCerroRocoso,Pref,Pref,Lower,Upper,6.29,6.59,6.89
1092,FallaChascoso,Pref,Pref,Lower,Upper,5.92,6.22,6.52
1093,FallaChololo,Pref,Pref,Lower,Upper,6.96,7.26,7.56
1094,FallaChulibaya,Pref,Pref,Lower,Upper,6.14,6.44,6.74
1095,FallaCupine-pampaTrapiche,Pref,Pref,Lower,Upper,7.13,7.43,7.73
1096,FallaMesacalane,Pref,Pref,Lower,Upper,6.13,6.43,6.73
1097,FallaTambo,Pref,Pref,Lower,Upper,6.82,7.12,7.42
1098,FallaToquepala,Pref,Pref,Lower,Upper,7.0,7.3,7.6
1099,ZonadefallasCarumas-Calacoa,Pref,Pref,Lower,Upper,6.98,7.28,7.58
1100,ZonadefallasCoralaque,Pref,Pref,Lower,Upper,6.62,6.92,7.22
1101,ZonadefallasHuaynaputina,Pref,Pref,Lower,Upper,6.7,7.0,7.3
1102,ZonadefallasIchuna,Pref,Pref,Lower,Upper,7.14,7.44,7.74
1103,ZonadefallasPastoGrande,Pref,Pref,Lower,Upper,6.9,7.2,7.5
1104,ZonadefallasTicsani-Suches,Pref,Pref,Lower,Upper,6.76,7.06,7.36
1105,FallaPurgatorio,Pref,Lower,Lower,Upper,6.86,7.16,7.46
1106,FallaIncapuquio,Pref,Lower,Lower,Upper,6.98,7.28,7.58
1107,FallaMicalaco,Pref,Lower,Lower,Upper,6.65,6.95,7.25
1108,FallaCerroRocoso,Pref,Lower,Lower,Upper,6.2,6.5,6.8
1109,FallaChascoso,Pref,Lower,Lower,Upper,5.82,6.12,6.42
1110,FallaChololo,Pref,Lower,Lower,Upper,6.86,7.16,7.46
1111,FallaChulibaya,Pref,Lower,Lower,Upper,6.04,6.34,6.64
1112,FallaCupine-pampaTrapiche,Pref,Lower,Lower,Upper,7.03,7.33,7.63
1113,FallaMesacalane,Pref,Lower,Lower,Upper,6.03,6.33,6.63
1114,FallaTambo,Pref,Lower,Lower,Upper,6.73,7.03,7.33
1115,FallaToquepala,Pref,Lower,Lower,Upper,6.9,7.2,7.5
1116,ZonadefallasCarumas-Calacoa,Pref,Lower,Lower,Upper,6.88,7.18,7.48
1117,ZonadefallasCoralaque,Pref,Lower,Lower,Upper,6.53,6.83,7.13
1118,ZonadefallasHuaynaputina,Pref,Lower,Lower,Upper,6.6,6.9,7.2
1119,ZonadefallasIchuna,Pref,Lower,Lower,Upper,7.04,7.34,7.64
1120,ZonadefallasPastoGrande,Pref,Lower,Lower,Upper,6.8,7.1,7.4
1121,ZonadefallasTicsani-Suches,Pref,Lower,Lower,Upper,6.66,6.96,7.26
1122,FallaPurgatorio,Pref,Upper,Lower,Pref,7.04,7.34,7.64
1123,FallaIncapuquio,Pref,Upper,Lower,Pref,7.16,7.46,7.76
1124,FallaMicalaco,Pref,Upper,Lower,Pref,6.82,7.12,7.42
1125,FallaCerroRocoso,Pref,Upper,Lower,Pref,6.37,6.67,6.97
1126,FallaChascoso,Pref,Upper,Lower,Pref,6.0,6.3,6.6
1127,FallaChololo,Pref,Upper,Lower,Pref,7.04,7.34,7.64
1128,FallaChulibaya,Pref,Upper,Lower,Pref,6.22,6.52,6.82
1129,FallaCupine-pampaTrapiche,Pref,Upper,Lower,Pref,7.21,7.51,7.81
1130,FallaMesacalane,Pref,Upper,Lower,Pref,6.21,6.51,6.81
1131,FallaTambo,Pref,Upper,Lower,Pref,6.9,7.2,7.5
1132,FallaToquepala,Pref,Upper,Lower,Pref,7.08,7.38,7.68
1133,ZonadefallasCarumas-Calacoa,Pref,Upper,Lower,Pref,7.06,7.36,7.66
1134,ZonadefallasCoralaque,Pref,Upper,Lower,Pref,6.7,7.0,7.3
1135,ZonadefallasHuaynaputina,Pref,Upper,Lower,Pref,6.78,7.08,7.38
1136,ZonadefallasIchuna,Pref,Upper,Lower,Pref,7.22,7.52,7.82
1137,ZonadefallasPastoGrande,Pref,Upper,Lower,Pref,6.98,7.28,7.58
1138,ZonadefallasTicsani-Suches,Pref,Upper,Lower,Pref,6.84,7.14,7.44
1139,FallaPurgatorio,Pref,Pref,Lower,Pref,6.96,7.26,7.56
1140,FallaIncapuquio,Pref,Pref,Lower,Pref,7.08,7.38,7.68
1141,FallaMicalaco,Pref,Pref,Lower,Pref,6.75,7.05,7.35
1142,FallaCerroRocoso,Pref,Pref,Lower,Pref,6.29,6.59,6.89
1143,FallaChascoso,Pref,Pref,Lower,Pref,5.92,6.22,6.52
1144,FallaChololo,Pref,Pref,Lower,Pref,6.96,7.26,7.56
1145,FallaChulibaya,Pref,Pref,Lower,Pref,6.14,6.44,6.74
1146,FallaCupine-pampaTrapiche,Pref,Pref,Lower,Pref,7.13,7.43,7.73
1147,FallaMesacalane,Pref,Pref,Lower,Pref,6.13,6.43,6.73
1148,FallaTambo,Pref,Pref,Lower,Pref,6.82,7.12,7.42
1149,FallaToquepala,Pref,Pref,Lower,Pref,7.0,7.3,7.6
1150,ZonadefallasCarumas-Calacoa,Pref,Pref,Lower,Pref,6.98,7.28,7.58
1151,ZonadefallasCoralaque,Pref,Pref,Lower,Pref,6.62,6.92,7.22
1152,ZonadefallasHuaynaputina,Pref,Pref,Lower,Pref,6.7,7.0,7.3
1153,ZonadefallasIchuna,Pref,Pref,Lower,Pref,7.14,7.44,7.74
1154,ZonadefallasPastoGrande,Pref,Pref,Lower,Pref,6.9,7.2,7.5
1155,ZonadefallasTicsani-Suches,Pref,Pref,Lower,Pref,6.76,7.06,7.36
1156,FallaPurgatorio,Pref,Lower,Lower,Pref,6.86,7.16,7.46
1157,FallaIncapuquio,Pref,Lower,Lower,Pref,6.98,7.28,7.58
1158,FallaMicalaco,Pref,Lower,Lower,Pref,6.65,6.95,7.25
1159,FallaCerroRocoso,Pref,Lower,Lower,Pref,6.2,6.5,6.8
1160,FallaChascoso,Pref,Lower,Lower,Pref,5.82,6.12,6.42
1161,FallaChololo,Pref,Lower,Lower,Pref,6.86,7.16,7.46
1162,FallaChulibaya,Pref,Lower,Lower,Pref,6.04,6.34,6.64
1163,FallaCupine-pampaTrapiche,Pref,Lower,Lower,Pref,7.03,7.33,7.63
1164,FallaMesacalane,Pref,Lower,Lower,Pref,6.03,6.33,6.63
1165,FallaTambo,Pref,Lower,Lower,Pref,6.73,7.03,7.33
1166,FallaToquepala,Pref,Lower,Lower,Pref,6.9,7.2,7.5
1167,ZonadefallasCarumas-Calacoa,Pref,Lower,Lower,Pref,6.88,7.18,7.48
1168,ZonadefallasCoralaque,Pref,Lower,Lower,Pref,6.53,6.83,7.13
1169,ZonadefallasHuaynaputina,Pref,Lower,Lower,Pref,6.6,6.9,7.2
1170,ZonadefallasIchuna,Pref,Lower,Lower,Pref,7.04,7.34,7.64
1171,ZonadefallasPastoGrande,Pref,Lower,Lower,Pref,6.8,7.1,7.4
1172,ZonadefallasTicsani-Suches,Pref,Lower,Lower,Pref,6.66,6.96,7.26
1173,FallaPurgatorio,Pref,Upper,Lower,Lower,7.04,7.34,7.64
1174,FallaIncapuquio,Pref,Upper,Lower,Lower,7.16,7.46,7.76
1175,FallaMicalaco,Pref,Upper,Lower,Lower,6.82,7.12,7.42
1176,FallaCerroRocoso,Pref,Upper,Lower,Lower,6.37,6.67,6.97
1177,FallaChascoso,Pref,Upper,Lower,Lower,6.0,6.3,6.6
1178,FallaChololo,Pref,Upper,Lower,Lower,7.04,7.34,7.64
1179,FallaChulibaya,Pref,Upper,Lower,Lower,6.22,6.52,6.82
1180,FallaCupine-pampaTrapiche,Pref,Upper,Lower,Lower,7.21,7.51,7.81
1181,FallaMesacalane,Pref,Upper,Lower,Lower,6.21,6.51,6.81
1182,FallaTambo,Pref,Upper,Lower,Lower,6.9,7.2,7.5
1183,FallaToquepala,Pref,Upper,Lower,Lower,7.08,7.38,7.68
1184,ZonadefallasCarumas-Calacoa,Pref,Upper,Lower,Lower,7.06,7.36,7.66
1185,ZonadefallasCoralaque,Pref,Upper,Lower,Lower,6.7,7.0,7.3
1186,ZonadefallasHuaynaputina,Pref,Upper,Lower,Lower,6.78,7.08,7.38
1187,ZonadefallasIchuna,Pref,Upper,Lower,Lower,7.22,7.52,7.82
1188,ZonadefallasPastoGrande,Pref,Upper,Lower,Lower,6.98,7.28,7.58
1189,ZonadefallasTicsani-Suches,Pref,Upper,Lower,Lower,6.84,7.14,7.44
1190,FallaPurgatorio,Pref,Pref,Lower,Lower,6.96,7.26,7.56
1191,FallaIncapuquio,Pref,Pref,Lower,Lower,7.08,7.38,7.68
1192,FallaMicalaco,Pref,Pref,Lower,Lower,6.75,7.05,7.35
1193,FallaCerroRocoso,Pref,Pref,Lower,Lower,6.29,6.59,6.89
1194,FallaChascoso,Pref,Pref,Lower,Lower,5.92,6.22,6.52
1195,FallaChololo,Pref,Pref,Lower,Lower,6.96,7.26,7.56
1196,FallaChulibaya,Pref,Pref,Lower,Lower,6.14,6.44,6.74
1197,FallaCupine-pampaTrapiche,Pref,Pref,Lower,Lower,7.13,7.43,7.73
1198,FallaMesacalane,Pref,Pref,Lower,Lower,6.13,6.43,6.73
1199,FallaTambo,Pref,Pref,Lower,Lower,6.82,7.12,7.42
1200,FallaToquepala,Pref,Pref,Lower,Lower,7.0,7.3,7.6
1201,ZonadefallasCarumas-Calacoa,Pref,Pref,Lower,Lower,6.98,7.28,7.58
1202,ZonadefallasCoralaque,Pref,Pref,Lower,Lower,6.62,6.92,7.22
1203,ZonadefallasHuaynaputina,Pref,Pref,Lower,Lower,6.7,7.0,7.3
1204,ZonadefallasIchuna,Pref,Pref,Lower,Lower,7.14,7.44,7.74
1205,ZonadefallasPastoGrande,Pref,Pref,Lower,Lower,6.9,7.2,7.5
1206,ZonadefallasTicsani-Suches,Pref,Pref,Lower,Lower,6.76,7.06,7.36
1207,FallaPurgatorio,Pref,Lower,Lower,Lower,6.86,7.16,7.46
1208,FallaIncapuquio,Pref,Lower,Lower,Lower,6.98,7.28,7.58
1209,FallaMicalaco,Pref,Lower,Lower,Lower,6.65,6.95,7.25
1210,FallaCerroRocoso,Pref,Lower,Lower,Lower,6.2,6.5,6.8
1211,FallaChascoso,Pref,Lower,Lower,Lower,5.82,6.12,6.42
1212,FallaChololo,Pref,Lower,Lower,Lower,6.86,7.16,7.46
1213,FallaChulibaya,Pref,Lower,Lower,Lower,6.04,6.34,6.64
1214,FallaCupine-pampaTrapiche,Pref,Lower,Lower,Lower,7.03,7.33,7.63
1215,FallaMesacalane,Pref,Lower,Lower,Lower,6.03,6.33,6.63
1216,FallaTambo,Pref,Lower,Lower,Lower,6.73,7.03,7.33
1217,FallaToquepala,Pref,Lower,Lower,Lower,6.9,7.2,7.5
1218,ZonadefallasCarumas-Calacoa,Pref,Lower,Lower,Lower,6.88,7.18,7.48
1219,ZonadefallasCoralaque,Pref,Lower,Lower,Lower,6.53,6.83,7.13
1220,ZonadefallasHuaynaputina,Pref,Lower,Lower,Lower,6.6,6.9,7.2
1221,ZonadefallasIchuna,Pref,Lower,Lower,Lower,7.04,7.34,7.64
1222,ZonadefallasPastoGrande,Pref,Lower,Lower,Lower,6.8,7.1,7.4
1223,ZonadefallasTicsani-Suches,Pref,Lower,Lower,Lower,6.66,6.96,7.26
1224,FallaPurgatorio,Lower,Upper,Lower,Upper,7.04,7.34,7.64
1225,FallaIncapuquio,Lower,Upper,Lower,Upper,7.16,7.46,7.76
1226,FallaMicalaco,Lower,Upper,Lower,Upper,6.82,7.12,7.42
1227,FallaCerroRocoso,Lower,Upper,Lower,Upper,6.37,6.67,6.97
1228,FallaChascoso,Lower,Upper,Lower,Upper,6.0,6.3,6.6
1229,FallaChololo,Lower,Upper,Lower,Upper,7.04,7.34,7.64
1230,FallaChulibaya,Lower,Upper,Lower,Upper,6.22,6.52,6.82
1231,FallaCupine-pampaTrapiche,Lower,Upper,Lower,Upper,7.21,7.51,7.81
1232,FallaMesacalane,Lower,Upper,Lower,Upper,6.21,6.51,6.81
1233,FallaTambo,Lower,Upper,Lower,Upper,6.9,7.2,7.5
1234,FallaToquepala,Lower,Upper,Lower,Upper,7.08,7.38,7.68
1235,ZonadefallasCarumas-Calacoa,Lower,Upper,Lower,Upper,7.06,7.36,7.66
1236,ZonadefallasCoralaque,Lower,Upper,Lower,Upper,6.7,7.0,7.3
1237,ZonadefallasHuaynaputina,Lower,Upper,Lower,Upper,6.78,7.08,7.38
1238,ZonadefallasIchuna,Lower,Upper,Lower,Upper,7.22,7.52,7.82
1239,ZonadefallasPastoGrande,Lower,Upper,Lower,Upper,6.98,7.28,7.58
1240,ZonadefallasTicsani-Suches,Lower,Upper,Lower,Upper,6.84,7.14,7.44
1241,FallaPurgatorio,Lower,Pref,Lower,Upper,6.96,7.26,7.56
1242,FallaIncapuquio,Lower,Pref,Lower,Upper,7.08,7.38,7.68
1243,FallaMicalaco,Lower,Pref,Lower,Upper,6.75,7.05,7.35
1244,FallaCerroRocoso,Lower,Pref,Lower,Upper,6.29,6.59,6.89
1245,FallaChascoso,Lower,Pref,Lower,Upper,5.92,6.22,6.52
1246,FallaChololo,Lower,Pref,Lower,Upper,6.96,7.26,7.56
1247,FallaChulibaya,Lower,Pref,Lower,Upper,6.14,6.44,6.74
1248,FallaCupine-pampaTrapiche,Lower,Pref,Lower,Upper,7.13,7.43,7.73
1249,FallaMesacalane,Lower,Pref,Lower,Upper,6.13,6.43,6.73
1250,FallaTambo,Lower,Pref,Lower,Upper,6.82,7.12,7.42
1251,FallaToquepala,Lower,Pref,Lower,Upper,7.0,7.3,7.6
1252,ZonadefallasCarumas-Calacoa,Lower,Pref,Lower,Upper,6.98,7.28,7.58
1253,ZonadefallasCoralaque,Lower,Pref,Lower,Upper,6.62,6.92,7.22
1254,ZonadefallasHuaynaputina,Lower,Pref,Lower,Upper,6.7,7.0,7.3
1255,ZonadefallasIchuna,Lower,Pref,Lower,Upper,7.14,7.44,7.74
1256,ZonadefallasPastoGrande,Lower,Pref,Lower,Upper,6.9,7.2,7.5
1257,ZonadefallasTicsani-Suches,Lower,Pref,Lower,Upper,6.76,7.06,7.36
1258,FallaPurgatorio,Lower,Lower,Lower,Upper,6.86,7.16,7.46
1259,FallaIncapuquio,Lower,Lower,Lower,Upper,6.98,7.28,7.58
1260,FallaMicalaco,Lower,Lower,Lower,Upper,6.65,6.95,7.25
1261,FallaCerroRocoso,Lower,Lower,Lower,Upper,6.2,6.5,6.8
1262,FallaChascoso,Lower,Lower,Lower,Upper,5.82,6.12,6.42
1263,FallaChololo,Lower,Lower,Lower,Upper,6.86,7.16,7.46
1264,FallaChulibaya,Lower,Lower,Lower,Upper,6.04,6.34,6.64
1265,FallaCupine-pampaTrapiche,Lower,Lower,Lower,Upper,7.03,7.33,7.63
1266,FallaMesacalane,Lower,Lower,Lower,Upper,6.03,6.33,6.63
1267,FallaTambo,Lower,Lower,Lower,Upper,6.73,7.03,7.33
1268,FallaToquepala,Lower,Lower,Lower,Upper,6.9,7.2,7.5
1269,ZonadefallasCarumas-Calacoa,Lower,Lower,Lower,Upper,6.88,7.18,7.48
1270,ZonadefallasCoralaque,Lower,Lower,Lower,Upper,6.53,6.83,7.13
1271,ZonadefallasHuaynaputina,Lower,Lower,Lower,Upper,6.6,6.9,7.2
1272,ZonadefallasIchuna,Lower,Lower,Lower,Upper,7.04,7.34,7.64
1273,ZonadefallasPastoGrande,Lower,Lower,Lower,Upper,6.8,7.1,7.4
1274,ZonadefallasTicsani-Suches,Lower,Lower,Lower,Upper,6.66,6.96,7.26
1275,FallaPurgatorio,Lower,Upper,Lower,Pref,7.04,7.34,7.64
1276,FallaIncapuquio,Lower,Upper,Lower,Pref,7.16,7.46,7.76
1277,FallaMicalaco,Lower,Upper,Lower,Pref,6.82,7.12,7.42
1278,FallaCerroRocoso,Lower,Upper,Lower,Pref,6.37,6.67,6.97
1279,FallaChascoso,Lower,Upper,Lower,Pref,6.0,6.3,6.6
1280,FallaChololo,Lower,Upper,Lower,Pref,7.04,7.34,7.64
1281,FallaChulibaya,Lower,Upper,Lower,Pref,6.22,6.52,6.82
1282,FallaCupine-pampaTrapiche,Lower,Upper,Lower,Pref,7.21,7.51,7.81
1283,FallaMesacalane,Lower,Upper,Lower,Pref,6.21,6.51,6.81
1284,FallaTambo,Lower,Upper,Lower,Pref,6.9,7.2,7.5
1285,FallaToquepala,Lower,Upper,Lower,Pref,7.08,7.38,7.68
1286,ZonadefallasCarumas-Calacoa,Lower,Upper,Lower,Pref,7.06,7.36,7.66
1287,ZonadefallasCoralaque,Lower,Upper,Lower,Pref,6.7,7.0,7.3
1288,ZonadefallasHuaynaputina,Lower,Upper,Lower,Pref,6.78,7.08,7.38
1289,ZonadefallasIchuna,Lower,Upper,Lower,Pref,7.22,7.52,7.82
1290,ZonadefallasPastoGrande,Lower,Upper,Lower,Pref,6.98,7.28,7.58
1291,ZonadefallasTicsani-Suches,Lower,Upper,Lower,Pref,6.84,7.14,7.44
1292,FallaPurgatorio,Lower,Pref,Lower,Pref,6.96,7.26,7.56
1293,FallaIncapuquio,Lower,Pref,Lower,Pref,7.08,7.38,7.68
1294,FallaMicalaco,Lower,Pref,Lower,Pref,6.75,7.05,7.35
1295,FallaCerroRocoso,Lower,Pref,Lower,Pref,6.29,6.59,6.89
1296,FallaChascoso,Lower,Pref,Lower,Pref,5.92,6.22,6.52
1297,FallaChololo,Lower,Pref,Lower,Pref,6.96,7.26,7.56
1298,FallaChulibaya,Lower,Pref,Lower,Pref,6.14,6.44,6.74
1299,FallaCupine-pampaTrapiche,Lower,Pref,Lower,Pref,7.13,7.43,7.73
1300,FallaMesacalane,Lower,Pref,Lower,Pref,6.13,6.43,6.73
1301,FallaTambo,Lower,Pref,Lower,Pref,6.82,7.12,7.42
1302,FallaToquepala,Lower,Pref,Lower,Pref,7.0,7.3,7.6
1303,ZonadefallasCarumas-Calacoa,Lower,Pref,Lower,Pref,6.98,7.28,7.58
1304,ZonadefallasCoralaque,Lower,Pref,Lower,Pref,6.62,6.92,7.22
1305,ZonadefallasHuaynaputina,Lower,Pref,Lower,Pref,6.7,7.0,7.3
1306,ZonadefallasIchuna,Lower,Pref,Lower,Pref,7.14,7.44,7.74
1307,ZonadefallasPastoGrande,Lower,Pref,Lower,Pref,6.9,7.2,7.5
1308,ZonadefallasTicsani-Suches,Lower,Pref,Lower,Pref,6.76,7.06,7.36
1309,FallaPurgatorio,Lower,Lower,Lower,Pref,6.86,7.16,7.46
1310,FallaIncapuquio,Lower,Lower,Lower,Pref,6.98,7.28,7.58
1311,FallaMicalaco,Lower,Lower,Lower,Pref,6.65,6.95,7.25
1312,FallaCerroRocoso,Lower,Lower,Lower,Pref,6.2,6.5,6.8
1313,FallaChascoso,Lower,Lower,Lower,Pref,5.82,6.12,6.42
1314,FallaChololo,Lower,Lower,Lower,Pref,6.86,7.16,7.46
1315,FallaChulibaya,Lower,Lower,Lower,Pref,6.04,6.34,6.64
1316,FallaCupine-pampaTrapiche,Lower,Lower,Lower,Pref,7.03,7.33,7.63
1317,FallaMesacalane,Lower,Lower,Lower,Pref,6.03,6.33,6.63
1318,FallaTambo,Lower,Lower,Lower,Pref,6.73,7.03,7.33
1319,FallaToquepala,Lower,Lower,Lower,Pref,6.9,7.2,7.5
1320,ZonadefallasCarumas-Calacoa,Lower,Lower,Lower,Pref,6.88,7.18,7.48
1321,ZonadefallasCoralaque,Lower,Lower,Lower,Pref,6.53,6.83,7.13
1322,ZonadefallasHuaynaputina,Lower,Lower,Lower,Pref,6.6,6.9,7.2
1323,ZonadefallasIchuna,Lower,Lower,Lower,Pref,7.04,7.34,7.64
1324,ZonadefallasPastoGrande,Lower,Lower,Lower,Pref,6.8,7.1,7.4
1325,ZonadefallasTicsani-Suches,Lower,Lower,Lower,Pref,6.66,6.96,7.26
1326,FallaPurgatorio,Lower,Upper,Lower,Lower,7.04,7.34,7.64
1327,FallaIncapuquio,Lower,Upper,Lower,Lower,7.16,7.46,7.76
1328,FallaMicalaco,Lower,Upper,Lower,Lower,6.82,7.12,7.42
1329,FallaCerroRocoso,Lower,Upper,Lower,Lower,6.37,6.67,6.97
1330,FallaChascoso,Lower,Upper,Lower,Lower,6.0,6.3,6.6
1331,FallaChololo,Lower,Upper,Lower,Lower,7.04,7.34,7.64
